Subsystem	Name	Role	Module1	Module2	Module3	Phenotype
HMO utilization in bifidobacteria	BbAfcA	Extracellular alpha-1,2-L-fucosidase (GH95)	Carbohydrate utilization	HMO utilization	HMO catabolism	FL; LDFT; LNFPI; lcHMO
HMO utilization in bifidobacteria	BbAfcB	Extracellular alpha-1,3/4-L-fucosidase (GH29)	Carbohydrate utilization	HMO utilization	HMO catabolism	FL; LDFT; lcHMO
HMO utilization in bifidobacteria	SiaBb1	Extracellular alpha-2,3/6/8-sialidase with acetylesterase (GH33)	Carbohydrate utilization	HMO utilization	HMO catabolism	SL; lcHMO
HMO utilization in bifidobacteria	SiaBb2	Extracellular alpha-2,3/6/8-sialidase (GH33)	Carbohydrate utilization	HMO utilization	HMO catabolism	SL; lcHMO
HMO utilization in bifidobacteria	GltA	Lacto-N-biose/galacto-N-biose ABC transporter-1 substrate-binding component (TC 3.A.1.1.48)	Carbohydrate utilization	HMO utilization	HMO uptake	LNB; LNT; LNFPI
HMO utilization in bifidobacteria	GltB	Lacto-N-biose/galacto-N-biose ABC transporter-1 permease component 1 (TC 3.A.1.1.48)	Carbohydrate utilization	HMO utilization	HMO uptake	LNB; LNT; LNFPI
HMO utilization in bifidobacteria	GltC	Lacto-N-biose/galacto-N-biose ABC transporter-1 permease component 2 (TC 3.A.1.1.48)	Carbohydrate utilization	HMO utilization	HMO uptake	LNB; LNT; LNFPI
HMO utilization in bifidobacteria	GltF	Lacto-N-biose/galacto-N-biose ABC transporter-2 substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNB; LNT
HMO utilization in bifidobacteria	GltG	Lacto-N-biose/galacto-N-biose ABC transporter-2 permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNB; LNT
HMO utilization in bifidobacteria	GltH	Lacto-N-biose/galacto-N-biose ABC transporter-2 permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNB; LNT
HMO utilization in bifidobacteria	GltA_HMO	Type I chain HMO ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNT
HMO utilization in bifidobacteria	GltB_HMO	Type I chain HMO ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNT
HMO utilization in bifidobacteria	GltC_HMO	Type I chain HMO ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNT
HMO utilization in bifidobacteria	HmoA	Type II chain HMO ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNnT; lcHMO
HMO utilization in bifidobacteria	HmoA2	Type II chain HMO ABC transporter (low affinity) substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNnT; lcHMO
HMO utilization in bifidobacteria	HmoB	Type II chain HMO ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNnT; lcHMO
HMO utilization in bifidobacteria	HmoC	Type II chain HMO ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNnT; lcHMO
HMO utilization in bifidobacteria	HmoA3	Putative HMO ABC transporter (Blon_2350) substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNnT; lcHMO
HMO utilization in bifidobacteria	HmoA4	Putative HMO ABC transporter (Blon_2351) substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNnT; lcHMO
HMO utilization in bifidobacteria	HmoA5	Putative HMO ABC transporter (Blon_2352) substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNnT; lcHMO
HMO utilization in bifidobacteria	HmoA6	Putative HMO ABC transporter (Blon_2354) substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNnT; lcHMO
HMO utilization in bifidobacteria	NahS	LNnT ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNnT
HMO utilization in bifidobacteria	NahB	LNnT ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNnT
HMO utilization in bifidobacteria	NahC	LNnT ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	LNnT
HMO utilization in bifidobacteria	FL1_A	2'FL, 3FL ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	FL
HMO utilization in bifidobacteria	FL2_A	2'FL, 3FL, LDFT, LNFP I ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	FL; LDFT; LNFPI
HMO utilization in bifidobacteria	FL2_B	2'FL, 3FL, LDFT, LNFP I ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	FL; LDFT; LNFPI
HMO utilization in bifidobacteria	FL2_C	2'FL, 3FL, LDFT, LNFP I ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	HMO utilization	HMO uptake	FL; LDFT; LNFPI
HMO utilization in bifidobacteria	LnbC	Putative lacto-N-biosidase (GH136)	Carbohydrate utilization	HMO utilization	HMO catabolism	LNT
HMO utilization in bifidobacteria	Bga42A	Beta-1,3/4/6-galactosidase (GH42)	Carbohydrate utilization	HMO utilization	HMO catabolism	LNB; LNT; LNFPI; lcHMO
HMO utilization in bifidobacteria	Bga2A	Beta-1,4-galactosidase (GH2)	Carbohydrate utilization	HMO utilization	HMO catabolism	LNT; LNnT; FL; LDFT; LNFPI; SL; lcHMO
HMO utilization in bifidobacteria	Hex1	Beta-1,3/4/6-N-acetylglucosaminidase-1 (GH20)	Carbohydrate utilization	HMO utilization	HMO catabolism	LNT; LNnT; LNFPI; lcHMO
HMO utilization in bifidobacteria	NahA	Beta-1,3/4/6-N-acetylglucosaminidase-2 (GH20)	Carbohydrate utilization	HMO utilization	HMO catabolism	LNT; LNnT; LNFPI; lcHMO
HMO utilization in bifidobacteria	Hex2	Beta-1,3/4-N-acetylglucosaminidase (GH20)	Carbohydrate utilization	HMO utilization	HMO catabolism	LNT; LNnT; LNFPI; lcHMO
HMO utilization in bifidobacteria	BiAfcA	Alpha-1,2-L-fucosidase (GH95)	Carbohydrate utilization	HMO utilization	HMO catabolism	FL; LNFPI; lcHMO
HMO utilization in bifidobacteria	BiAfcB	Alpha-1,3/4-L-fucosidase (GH29)	Carbohydrate utilization	HMO utilization	HMO catabolism	FL; LDFT; lcHMO
HMO utilization in bifidobacteria	NanH1	Alpha-2,3/6-sialidase (GH33)	Carbohydrate utilization	HMO utilization	HMO catabolism	SL; lcHMO
HMO utilization in bifidobacteria	NanH2	HMO cluster I alpha-2,3/6-sialidase (GH33)	Carbohydrate utilization	HMO utilization	HMO catabolism	SL; lcHMO
HMO utilization in bifidobacteria	LnpA	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase (EC 2.4.1.211)	Carbohydrate utilization	HMO utilization	HMO catabolism	LNB; LNT; LNFPI; lcHMO
HMO utilization in bifidobacteria	LnpB	N-acetylhexosamine 1-kinase (EC 2.7.1.162)	Carbohydrate utilization	HMO utilization	HMO catabolism	LNB; LNT; LNFPI; lcHMO
HMO utilization in bifidobacteria	LnpC	UDP-glucose---hexose-1-phosphate uridylyltransferase (EC 2.7.7.12)	Carbohydrate utilization	HMO utilization	HMO catabolism	LNB; LNT; LNFPI; lcHMO
HMO utilization in bifidobacteria	LnpD	UDP-hexose 4-epimerase (EC 5.1.3.2)	Carbohydrate utilization	HMO utilization	HMO catabolism	LNB; LNT; LNFPI; lcHMO
HMO utilization in bifidobacteria	FumB	L-fucose mutarotase-1 (EC 5.1.3.29)	Carbohydrate utilization	Fucose and Fucosides utilization	Fucose and Fucosides catabolism	FL; LDFT; LNFPI; lcHMO
HMO utilization in bifidobacteria	FumC	L-fuco-beta-pyranose dehydrogenase-1 (EC 1.1.1.122)	Carbohydrate utilization	Fucose and Fucosides utilization	Fucose and Fucosides catabolism	FL; LDFT; LNFPI; lcHMO
HMO utilization in bifidobacteria	FumD	L-fuconolactone hydrolase-1 (EC 3.1.1.-)	Carbohydrate utilization	Fucose and Fucosides utilization	Fucose and Fucosides catabolism	FL; LDFT; LNFPI; lcHMO
HMO utilization in bifidobacteria	FumE	L-fuconate dehydratase-1 (EC 4.2.1.68)	Carbohydrate utilization	Fucose and Fucosides utilization	Fucose and Fucosides catabolism	FL; LDFT; LNFPI; lcHMO
HMO utilization in bifidobacteria	FumF	2-keto-3-deoxy-L-fuconate aldolase-1 (EC 4.1.2.18)	Carbohydrate utilization	Fucose and Fucosides utilization	Fucose and Fucosides catabolism	FL; LDFT; LNFPI; lcHMO
HMO utilization in bifidobacteria	FumB2	L-fucose mutarotase-2 (EC 5.1.3.29)	Carbohydrate utilization	Fucose and Fucosides utilization	Fucose and Fucosides catabolism	FL; LDFT; LNFPI; lcHMO
HMO utilization in bifidobacteria	FumC2	L-fuco-beta-pyranose dehydrogenase-2 (EC 1.1.1.122)	Carbohydrate utilization	Fucose and Fucosides utilization	Fucose and Fucosides catabolism	FL; LDFT; LNFPI; lcHMO
HMO utilization in bifidobacteria	FumD2	L-fuconolactone hydrolase-2 (EC 3.1.1.-)	Carbohydrate utilization	Fucose and Fucosides utilization	Fucose and Fucosides catabolism	FL; LDFT; LNFPI; lcHMO
HMO utilization in bifidobacteria	FumE2	L-fuconate dehydratase-2 (EC 4.2.1.68)	Carbohydrate utilization	Fucose and Fucosides utilization	Fucose and Fucosides catabolism	FL; LDFT; LNFPI; lcHMO
HMO utilization in bifidobacteria	FumF2	2-keto-3-deoxy-L-fuconate aldolase-2 (EC 4.1.2.18)	Carbohydrate utilization	Fucose and Fucosides utilization	Fucose and Fucosides catabolism	FL; LDFT; LNFPI; lcHMO
HMO utilization in bifidobacteria	NagR	Transcriptional regulator of LNB/GNB and HMO utilization (ROK family)	Carbohydrate utilization	HMO utilization	HMO regulation	LNB; LNT; LNFPI
HMO utilization in bifidobacteria	NahR	Transcriptional regulator of LNnT utilization (ROK family)	Carbohydrate utilization	HMO utilization	HMO regulation	LNB; LNT; LNFPI
HMO utilization in bifidobacteria	FumR	Putative transcriptional regulator of fucosylated HMO utilization (LacI family)	Carbohydrate utilization	Fucose and Fucosides utilization	Fucose and Fucosides regulation	FL; LDFT; LNFPI; lcHMO
N-glycan utilization in bifidobacteria	EndoBI1	Endo-beta-N-acetylglucosaminidase-1 (GH18)	Carbohydrate utilization	N-glycan utilization	N-glycan catabolism	Nglyc
N-glycan utilization in bifidobacteria	EndoBI2	Endo-beta-N-acetylglucosaminidase-2 (GH18)	Carbohydrate utilization	N-glycan utilization	N-glycan catabolism	Nglyc
N-glycan utilization in bifidobacteria	EndoBB	Endo-beta-N-acetylglucosaminidase (GH85)	Carbohydrate utilization	N-glycan utilization	N-glycan catabolism	Nglyc
N-glycan utilization in bifidobacteria	EndoBB2	Putative endo-beta-N-acetylglucosaminidase (GH85)	Carbohydrate utilization	N-glycan utilization	N-glycan catabolism	Nglyc
N-glycan utilization in bifidobacteria	Mna3	Putative N-glycan glycoside hydrolase (GH3)	Carbohydrate utilization	N-glycan utilization	N-glycan catabolism	Nglyc
N-glycan utilization in bifidobacteria	BlGlc31	N-glycan alpha-glucosidase (GH31)	Carbohydrate utilization	N-glycan utilization	N-glycan catabolism	Nglyc
N-glycan utilization in bifidobacteria	BlMan38A	Alpha-1,2/3/6-mannosidase-1 (GH38)	Carbohydrate utilization	N-glycan utilization	N-glycan catabolism	Nglyc
N-glycan utilization in bifidobacteria	BlMan38B	Alpha-1,2/3/6-mannosidase-2 (GH38)	Carbohydrate utilization	N-glycan utilization	N-glycan catabolism	Nglyc
N-glycan utilization in bifidobacteria	BlMan38C	Alpha-1,2/3/6-mannosidase-3 (GH38)	Carbohydrate utilization	N-glycan utilization	N-glycan catabolism	Nglyc
N-glycan utilization in bifidobacteria	BlMan125	Alpha-1,6-mannosidase (GH125)	Carbohydrate utilization	N-glycan utilization	N-glycan catabolism	Nglyc
N-glycan utilization in bifidobacteria	BlMan5B	N-glycan beta-mannosidase (GH5_18)	Carbohydrate utilization	N-glycan utilization	N-glycan catabolism	Nglyc
N-glycan utilization in bifidobacteria	MnaA	Putative N-glycan ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	MnaB	Putative N-glycan ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	MnaC	Putative N-glycan ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	MnaR	Putative transcriptional regulator of N-glycan utilization (LacI family)	Carbohydrate utilization	N-glycan utilization	N-glycan regulation	Nglyc
N-glycan utilization in bifidobacteria	BsAtsX	Putative anaerobic N-glycan sulfatase (EC 3.1.6.1)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	BsAtsY	Putative anaerobic N-glycan sulfatase maturing enzyme	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	BsFuc29	Putative N-glycan alpha-L-fucosidase (GH29)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	Hex3	Putative N-glycan beta-N-acetylglucosaminidase (GH20)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	BiMan38	Putative alpha-mannosidase (GH38)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	BsMan2	Putative N-glycan beta-mannosidase (GH2)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	BiMan5	Putative N-glycan beta-mannosidase (GH5_18)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	NglA	Putative complex N-glycan ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	NglB	Putative complex N-glycan ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	NglC	Putative complex N-glycan ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	NglR	Putative transcriptional regulator of complex N-glycan utilization (ROK family)	Carbohydrate utilization	N-glycan utilization	N-glycan regulation	Nglyc
N-glycan utilization in bifidobacteria	Hex1	Beta-1,3/4/6-N-acetylglucosaminidase-1 (GH20)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	NahA	Beta-1,3/4/6-N-acetylglucosaminidase-2 (GH20)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Nglyc
N-glycan utilization in bifidobacteria	AfcC	Alpha-1,6-L-fucosidase (GH29)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Ncore
N-glycan utilization in bifidobacteria	AfcT	Putative Fuc(a1-6)GlcNAc-peptide MFS permease (TC 2.A.1.68)	Carbohydrate utilization	N-glycan utilization	N-glycan uptake	Ncore
O-glycan utilization in bifidobacteria	GltA	Lacto-N-biose/galacto-N-biose ABC transporter-1 substrate-binding component (TC 3.A.1.1.48)	Carbohydrate utilization	Galacto-N-biose and lacto-N-biose utilization	Galacto-N-biose and lacto-N-biose uptake	GNB; LNB; Muc; Tan
O-glycan utilization in bifidobacteria	GltB	Lacto-N-biose/galacto-N-biose ABC transporter-1 permease component 1 (TC 3.A.1.1.48)	Carbohydrate utilization	Galacto-N-biose and lacto-N-biose utilization	Galacto-N-biose and lacto-N-biose uptake	GNB; LNB; Muc; Tan
O-glycan utilization in bifidobacteria	GltC	Lacto-N-biose/galacto-N-biose ABC transporter-1 permease component 2 (TC 3.A.1.1.48)	Carbohydrate utilization	Galacto-N-biose and lacto-N-biose utilization	Galacto-N-biose and lacto-N-biose uptake	GNB; LNB; Muc; Tan
O-glycan utilization in bifidobacteria	GltF	Lacto-N-biose/galacto-N-biose ABC transporter-2 substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	Galacto-N-biose and lacto-N-biose utilization	Galacto-N-biose and lacto-N-biose uptake	GNB; LNB; Muc; Tan
O-glycan utilization in bifidobacteria	GltG	Lacto-N-biose/galacto-N-biose ABC transporter-2 permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	Galacto-N-biose and lacto-N-biose utilization	Galacto-N-biose and lacto-N-biose uptake	GNB; LNB; Muc; Tan
O-glycan utilization in bifidobacteria	GltH	Lacto-N-biose/galacto-N-biose ABC transporter-2 permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	Galacto-N-biose and lacto-N-biose utilization	Galacto-N-biose and lacto-N-biose uptake	GNB; LNB; Muc; Tan
O-glycan utilization in bifidobacteria	AgaBb	Extracellular alpha-1,3-galactosidase (GH110)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	BbgIII	Extracellular beta-1,4-galactosidase (GH2)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	AgnB	Extracellular alpha-N-acetylglucosaminidase (GH89)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	BbhI	Extracellular beta-1,3-N-acetylglucosaminidase (GH20)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	BbhII	Extracellular 6-sulfo-beta-N-acetylglucosaminidase (GH20)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	BbhIV	Extracellular beta-1,6-N-acetylglucosaminidase (GH84)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	BbhV	Extracellular beta-N-acetylglucosaminidase (GH84)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	LnbB	Extracellular lacto-N-biosidase (GH20)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	LnbX	Extracellular lacto-N-biosidase (GH136)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	NagBb	Alpha-N-acetylgalactosaminidase (GH129)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	EngBF	Extracellular endo-alpha-N-acetylgalactosaminidase (GH101)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	BbAfcA	Extracellular alpha-1,2-L-fucosidase (GH95)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	BbAfcB	Extracellular alpha-1,3/4-L-fucosidase (GH29)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	SiaBb1	Extracellular alpha-2,3/6/8-sialidase with acetylesterase (GH33)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	SiaBb2	Extracellular alpha-2,3/6/8-sialidase (GH33)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
O-glycan utilization in bifidobacteria	BgnB	Putative extracellular beta-N-acetylgalactosaminidase (GH123)	Carbohydrate utilization	Mucin and O-glycan utilization	Mucin and O-glycan catabolism	Muc
N-Acetylglucosamine sulfate utilization in bifidobacteria	NagKs	Putative N-acetylglucosamine kinase involved in GlcNAc-6S utilization (EC 2.7.1.59)	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate catabolism	GlcNAc6S
N-Acetylglucosamine sulfate utilization in bifidobacteria	NagAs	N-acetylglucosamine-6-phosphate deacetylase involved in GlcNAc-6S utilization (EC 3.5.1.25)	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate catabolism	GlcNAc6S
N-Acetylglucosamine sulfate utilization in bifidobacteria	NagBs	Glucosamine-6-phosphate deaminase involved in GlcNAc-6S utilization (EC 3.5.99.6)	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate catabolism	GlcNAc6S
N-Acetylglucosamine sulfate utilization in bifidobacteria	AtsA	Anaerobic N-acetylglucosamine-6-sulfatase (EC 3.1.6.14)	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate catabolism	GlcNAc6S
N-Acetylglucosamine sulfate utilization in bifidobacteria	AtsB	Putative anaerobic N-acetylglucosamine-6-sulfatase maturing enzyme	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate catabolism	GlcNAc6S
N-Acetylglucosamine sulfate utilization in bifidobacteria	AtsT	GlcNAc-6S MFS permease (TC 2.A.1.1)	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate uptake	GlcNAc6S
N-Acetylglucosamine sulfate utilization in bifidobacteria	AtsR	Transcriptional regulator of GlcNAc-6S utilization (ROK family)	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate regulation	GlcNAc6S
N-Acetylglucosamine sulfate utilization in bifidobacteria	AtsA2	Arylsulfatase (EC 3.1.6.1)	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate catabolism	GlcNAc6S
N-Acetylglucosamine sulfate utilization in bifidobacteria	AtsB2	Putative arylsulfatase regulatory protein	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate catabolism	GlcNAc6S
N-Acetylglucosamine sulfate utilization in bifidobacteria	SlfA	Putative sulfated sugar ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate uptake	GlcNAc6S
N-Acetylglucosamine sulfate utilization in bifidobacteria	SlfB	Putative sulfated sugar ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate uptake	GlcNAc6S
N-Acetylglucosamine sulfate utilization in bifidobacteria	SlfC	Putative sulfated sugar ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate uptake	GlcNAc6S
N-Acetylglucosamine sulfate utilization in bifidobacteria	AtsR2	Putative transcriptional regulator of sulfated sugar utilization (LacI family)	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate regulation	GlcNAc6S
N-Acetylglucosamine sulfate utilization in bifidobacteria	Sp_0475	Putative 6-sulfo-N-acetylglucosaminidase (GH185)	Carbohydrate utilization	N-Acetylglucosamine sulfate utilization	N-Acetylglucosamine sulfate catabolism	GlcNAc6S
Maltose and starch utilization in bifidobacteria	Agl13B	Alpha-1,4/6-glucosidase (GH13_30)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal
Maltose and starch utilization in bifidobacteria	MalT	Putative maltose MFS permease (TC 2.A.1.2)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal
Maltose and starch utilization in bifidobacteria	MalE2	Putative maltose ABC transporter substrate-binding component (TC 3.A.1.1)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal; MOS
Maltose and starch utilization in bifidobacteria	MalF2	Putative maltose ABC transporter permease component 1 (TC 3.A.1.1)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal; MOS
Maltose and starch utilization in bifidobacteria	MalG2	Putative maltose ABC transporter permease component 2 (TC 3.A.1.1)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin uptake	Mal; MOS
Maltose and starch utilization in bifidobacteria	MalR5	Maltodextrin utilization transcriptional regulator MalR5, LacI family	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin regulation	Mal; MOS
Maltose and starch utilization in bifidobacteria	Agl13A	Broad specificity alpha-glucosidase (GH13_30)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS; ST; RST
Maltose and starch utilization in bifidobacteria	MalR6	Maltodextrin utilization transcriptional regulator MalR6, LacI family	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin regulation	Mal; MOS
Maltose and starch utilization in bifidobacteria	PulA	Pullulanase (GH13_14)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	Mal; MOS
Maltose and starch utilization in bifidobacteria	MalR3	Maltodextrin utilization transcriptional regulator MalR3, LacI family	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin regulation	Mal; MOS
Maltose and starch utilization in bifidobacteria	Amy13B	Putative extracellular alpha-amylase (GH13_32)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	ST
Maltose and starch utilization in bifidobacteria	ApuB	Extracellular type II bifunctional pullulanase (GH13_14_32)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	ST
Maltose and starch utilization in bifidobacteria	PRSD1	Extracellular RS-degrading alpha-amylase-1 (GH13_28)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	ST; RST
Maltose and starch utilization in bifidobacteria	PRSD2	Extracellular RS-degrading alpha-amylase-2 (GH13_28)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	ST; RST
Maltose and starch utilization in bifidobacteria	PRSD3	Extracellular RS-degrading alpha-amylase-3 (GH13_28)	Carbohydrate utilization	Maltose and Maltodextrin utilization	Maltose and Maltodextrin catabolism	ST; RST
Alpha-glucoside utilization in bifidobacteria	Agl13_31	Alpha-1,6-glucosidase (GH13_31)	Carbohydrate utilization	Panose and isomaltooligosaccharides utilization	Panose and isomaltooligosaccharides catabolism	IMO
Alpha-glucoside utilization in bifidobacteria	MelD	Alpha-1,2/3/4-glucosidase (GH13_30)	Carbohydrate utilization	Melezitose utilization	Melezitose catabolism	Mlz
Alpha-glucoside utilization in bifidobacteria	MelE	Alpha-1,3/4-galactosidase (GH36)	Carbohydrate utilization	Melezitose utilization	Melezitose catabolism	Mlz
Alpha-glucoside utilization in bifidobacteria	ImoA	Panose/isomaltooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1.53)	Carbohydrate utilization	Panose and isomaltooligosaccharides utilization	Panose and isomaltooligosaccharides uptake	IMO
