subsystem	short_name	long_name
Urea degradation HMP	UreG	Urease accessory protein UreG
Urea degradation HMP	UreI	Urea channel UreI
Urea degradation HMP	UrtA	Urea ABC transporter, urea binding protein
Urea degradation HMP	UrtB	Urea ABC transporter, permease protein UrtB
Urea degradation HMP	UrtC	Urea ABC transporter, permease protein UrtC
Urea degradation HMP	UrtD	Urea ABC transporter, ATPase protein UrtD
Urea degradation HMP	UrtE	Urea ABC transporter, ATPase protein UrtE
Urea degradation HMP	UT	Eukaryotic-type low-affinity urea transporter
Urea degradation HMP	UCp	Partial urea carboxylase (EC 6.3.4.6)
Urea degradation HMP	UC	Urea carboxylase (EC 6.3.4.6)
Urea degradation HMP	AH	Allophanate hydrolase (EC 3.5.1.54)
Urea degradation HMP	AMT	Urea carboxylase-related aminomethyltransferase (EC 2.1.2.10)
Urea degradation HMP	UCTsb	Urea carboxylase-related ABC transporter, periplasmic substrate-binding protein
Urea degradation HMP	UCTp	Urea carboxylase-related ABC transporter, permease protein
Urea degradation HMP	UCTa	Urea carboxylase-related ABC transporter, ATPase protein
Urea degradation HMP	UCTt	Urea carboxylase-related amino acid permease
Urea degradation HMP	UreJ	HupE-UreJ family metal transporter
Urea degradation HMP	UreH	Nickel transporter UreH
Urea degradation HMP	AH2b	Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)
Urea degradation HMP	AH2a	Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)
Proline degradation HMP	PutB	Proline dehydrogenase (EC 1.5.5.2)
Proline degradation HMP	PutA	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)
Proline degradation HMP	PR	Proline racemase (EC 5.1.1.4)
Proline degradation HMP	PrdA1	D-proline reductase, 45 kDa subunit (EC 1.21.4.1)
Proline degradation HMP	PrdA2	D-proline reductase, 23 kDa subunit (EC 1.21.4.1)
Proline degradation HMP	PrdB	D-proline reductase, 26 kDa subunit (EC 1.21.4.1)
Proline degradation HMP	HypD	trans-4-hydroxy-L-proline dehydratase (EC 4.2.1.172)
Proline degradation HMP	HypDA	trans-4-hydroxy-L-proline dehydratase activating enzyme
Proline degradation HMP	LhpA	4-hydroxyproline epimerase (EC 5.1.1.8)
Proline degradation HMP	LhpB	D-hydroxyproline dehydrogenase (EC 1.4.99.-), beta subunit
Proline degradation HMP	LhpE	D-hydroxyproline dehydrogenase (EC 1.4.99.-), alpha subunit
Proline degradation HMP	LhpF	D-hydroxyproline dehydrogenase (EC 1.4.99.-), gamma subunit
Proline degradation HMP	LhpC	1-pyrroline-4-hydroxy-2-carboxylate deaminase (EC 3.5.4.22)
Proline degradation HMP	LhpG	Ketoglutarate semialdehyde dehydrogenase (EC 1.2.1.26)
Proline degradation HMP	t3LHypD	trans-3-hydroxy-L-proline dehydratase (EC 4.2.1.77)
Proline degradation HMP	c3LHypD	cis-3-hydroxy-L-proline dehydratase (EC 4.2.1.171)
Proline degradation HMP	LhpI	Delta 1-pyrroline-2-carboxylate reductase (NAD(P)H) (EC 1.5.1.49)
Proline degradation HMP	PutP	Proline/sodium symporter PutP (TC 2.A.21.2.1)
Proline degradation HMP	PutP2	Amino acid permease in 4-hydroxyproline catabolic gene cluster
Proline degradation HMP	ProP	L-Proline/Glycine betaine transporter ProP
Proline degradation HMP	ProY	Proline-specific permease proY
Proline degradation HMP	PrdG	Putative L-proline transporter, TauE superfamily
Proline degradation HMP	HprA	4-hydroxyproline ABC transporter, substrate-binding protein
Proline degradation HMP	HprB	4-hydroxyproline ABC transporter, permease protein 1
Proline degradation HMP	HprC	4-hydroxyproline ABC transporter, permease protein 2
Proline degradation HMP	HprD	4-hydroxyproline ABC transporter, ATP-binding protein
Proline degradation HMP	PutR3	Transcriptional repressor of PutA and PutP
Proline degradation HMP	LhpR	Putative regulator for D-hydroxyproline utilization, AraC family
Proline degradation HMP	PutR2	Predicted regulator PutR for proline utilization, GntR family
Proline degradation HMP	PutR1	Proline-responsive transcriptional activator PutR
Proline degradation HMP	LhpR2	Predicted regulator for hydroxyproline utilization, GntR family
Proline degradation HMP	PrdR	Putative sigma-54-dependent transcriptional regulator for proline degradation
Proline degradation HMP	ETF	electron transferring subunit of proline reductase
Proline degradation HMP	ProC	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)
Proline degradation HMP	HypR	Predicted transcriptional regulator for hydroxyproline degradation, MerR family
Proline degradation HMP	HpaP	Xaa-Pro aminopeptidase (EC 3.4.11.9)
Threonine degradation HMP	Tdh	L-threonine 3-dehydrogenase (EC 1.1.1.103)
Threonine degradation HMP	Kbl	2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29)
Threonine degradation HMP	IlvA2	Threonine dehydratase, catabolic (EC 4.3.1.19)
Threonine degradation HMP	TdcE	2-ketobutyrate formate-lyase (EC 2.3.1.-)
Threonine degradation HMP	PduW	Propionate kinase (EC 2.7.2.15)
Threonine degradation HMP	TdcC	L-threonine transporter, anaerobically inducible
Threonine degradation HMP	TdcA	Threonine catabolic operon transcriptional activator TdcA
Threonine degradation HMP	TdcR	Threonine catabolic operon transcriptional activator TdcR
Threonine degradation HMP	LSTA	Low-specificity L-threonine aldolase (EC 4.1.2.48)
Methionine degradation HMP	MGL	Methionine gamma-lyase (EC 4.4.1.11)
Methionine degradation HMP	MdeR	Putative sigma-54-dependent transcriptional regulator of methionine degradation
Histidine degradation HMP	HutH	Histidine ammonia-lyase (EC 4.3.1.3)
Histidine degradation HMP	HutU	Urocanate hydratase (EC 4.2.1.49)
Histidine degradation HMP	HutI	Imidazolonepropionase (EC 3.5.2.7)
Histidine degradation HMP	HutG	Formiminoglutamase (EC 3.5.3.8)
Histidine degradation HMP	NfoD	N-formylglutamate deformylase (EC 3.5.1.68)
Histidine degradation HMP	NfoD2	N-formylglutamate deformylase (EC 3.5.1.68) [alternative form]
Histidine degradation HMP	HutF	Formiminoglutamic iminohydrolase (EC 3.5.3.13)
Histidine degradation HMP	ForC	Formiminotetrahydrofolate cyclodeaminase (EC 4.3.1.4)
Histidine degradation HMP	GluF	Glutamate formyltransferase
Histidine degradation HMP	HutR	Predicted DNA-binding transcriptional activator of histidine utilization genes, SARP family
Histidine degradation HMP	HutP	Hut operon positive regulatory protein
Histidine degradation HMP	HDC	Histidine decarboxylase (EC 4.1.1.22)
Histidine degradation HMP	HHA	Predicted histidine/histamine antiporter
Histidine degradation HMP	HitP	Histidine transport protein (permease)
Lysine degradation HMP	LdcC	Lysine decarboxylase 2, constitutive (EC 4.1.1.18)
Lysine degradation HMP	CadA	Lysine decarboxylase, inducible (EC 4.1.1.18)
Lysine degradation HMP	CadB	Lysine/cadaverine antiporter membrane protein CadB
Lysine degradation HMP	CadR	Transcriptional activator of cad operon
Lysine degradation HMP	DavB	Lysine 2-monooxygenase (EC 1.13.12.2)
Lysine degradation HMP	DavA	5-aminopentanamidase (EC 3.5.1.30)
Lysine degradation HMP	DavT	5-aminovalerate aminotransferase (EC 2.6.1.48)
Lysine degradation HMP	DavD	Glutarate-semialdehyde dehydrogenase (EC 1.2.1.20)
Lysine degradation HMP	KamA	Lysine 2,3-aminomutase (EC 5.4.3.2)
Lysine degradation HMP	KamD	L-beta-lysine 5,6-aminomutase alpha subunit (EC 5.4.3.3)
Lysine degradation HMP	KamE	L-beta-lysine 5,6-aminomutase beta subunit (EC 5.4.3.3)
Lysine degradation HMP	KDD	3,5-diaminohexanoate dehydrogenase (EC 1.4.1.11)
Lysine degradation HMP	KCE	3-keto-5-aminohexanoate cleavage enzyme (EC 2.3.1.247)
Lysine degradation HMP	KAL	3-aminobutyryl-CoA ammonia-lyase (EC 4.3.1.14)
Lysine degradation HMP	KamR	L-lysine aminomutase regulator
Lysine degradation HMP	KamR2	Predicted L-lysine aminomutase regulator, CdaR family
Lysine degradation HMP	YodP	Beta-lysine acetyltransferase (EC 2.3.1.-)
Lysine degradation HMP	YodT	N-acetyl-beta-lysine transaminase YodT
Lysine degradation HMP	YodS	3-keto-6-acetamidohexanoate cleavage enzyme YodS
Lysine degradation HMP	YodR	3-keto-6-acetamidohexanoate cleavage enzyme YodR
Lysine degradation HMP	YodQ	4-acetamidobutyryl-CoA deacetylase YodQ
Trimethylamine production HMP	CutC	Choline trimethylamine-lyase
Trimethylamine production HMP	CutD	Choline trimethylamine-lyase activating enzyme
Trimethylamine production HMP	CutA	EutM/PduA/PduJ-like protein 3 clustered with choline trimethylamine-lyase
Trimethylamine production HMP	CutE	EutM/PduA/PduJ-like protein clustered with choline trimethylamine-lyase
Trimethylamine production HMP	CutF	Acetaldehyde dehydrogenase (EC 1.2.1.10), clustered with choline trimethylamine-lyase
Trimethylamine production HMP	CutG	EutM/PduA/PduJ-like protein 2 clustered with choline trimethylamine-lyase
Trimethylamine production HMP	CutH	PduL-like protein clustered with choline trimethylamine-lyase
Trimethylamine production HMP	CutK	EutN-like protein clustered with choline trimethylamine-lyase
Trimethylamine production HMP	CutR	PduU-like protein clustered with choline trimethylamine-lyase
Trimethylamine production HMP	CutS	PduV-like protein clustered with choline trimethylamine-lyase
Trimethylamine production HMP	LicB	Choline permease LicB
Trimethylamine production HMP	ChoT	Choline utilization transcriptional regulator Dde_3291
Trimethylamine production HMP	CutX	EutJ-like protein clustered with choline trimethylamine-lyase
Trimethylamine production HMP	CntA	Carnitine monooxygenase, oxygenase component CntA
Trimethylamine production HMP	CntB	Carnitine monooxygenase, reductase component CntB
Trimethylamine production HMP	CntR	Transcriptional regulator for carnitine utilization, LysR family
Trimethylamine production HMP	CntT	Carnitine transporter, BCCT family
Trimethylamine production HMP	MSADH	D-malate dehydrogenase [decarboxylating] (EC 1.1.1.83)
Trimethylamine production HMP	HocS	Acylcarnitine hydrolase (EC 3.1.1.28)
Trimethylamine production HMP	SSDH	Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79), involved in carnitine degradation
Nucleoside utilization HMP	NupA	Nucleoside ABC transporter, ATP-binding protein
Nucleoside utilization HMP	NupB	Nucleoside ABC transporter, permease protein 1
Nucleoside utilization HMP	NupF	Nucleoside ABC transporter, permease protein 2
Nucleoside utilization HMP	NupG	Nucleoside ABC transporter, periplasmic nucleoside-binding protein
Nucleoside utilization HMP	PnuA	Purine nucleoside ABC transporter, substrate-binding protein
Nucleoside utilization HMP	PnuB	Purine nucleoside ABC transporter, ATP-binding protein
Nucleoside utilization HMP	PnuC	Purine nucleoside ABC transporter, permease protein 1
Nucleoside utilization HMP	PnuD	Purine nucleoside ABC transporter, permease protein 2
Nucleoside utilization HMP	YdhC	Nucleoside transport protein YdhC
Nucleoside utilization HMP	IunT	Predicted nucleoside transporter, DcuC family
Nucleoside utilization HMP	NupC	Nucleoside permease NupC
Nucleoside utilization HMP	IunX	Predicted nucleoside transporter, MFS family
Nucleoside utilization HMP	RusC	RusC, outer membrane protein involved in nucleoside binding
Nucleoside utilization HMP	RusD	RusD, outer membrane protein involved in nucleoside binding
Nucleoside utilization HMP	UP	Uridine phosphorylase (EC 2.4.2.3)
Nucleoside utilization HMP	PNP	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)
Nucleoside utilization HMP	TP	Thymidine phosphorylase (EC 2.4.2.4)
Nucleoside utilization HMP	IunH	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)
Nucleoside utilization HMP	RbsK	Ribokinase (EC 2.7.1.15)
Nucleoside utilization HMP	IunK	Predicted ribokinase, in cluster with nucleoside hydrolase, PfkB family
Arginine degradation HMP	SpeA	Arginine decarboxylase (EC 4.1.1.19)
Arginine degradation HMP	SpeB	Agmatinase (EC 3.5.3.11)
Arginine degradation HMP	AguA	Agmatine deiminase (EC 3.5.3.12)
Arginine degradation HMP	AdiC	Arginine/agmatine antiporter
Arginine degradation HMP	AdiA	Transcriptional regulator of catabolic arginine decarboxylase (adiA)
Arginine degradation HMP	AguB	N-carbamoylputrescine amidase (EC 3.5.1.53)
Arginine degradation HMP	RocF	Arginase (EC 3.5.3.1)
Arginine degradation HMP	RocD	Ornithine aminotransferase (EC 2.6.1.13)
Arginine degradation HMP	RocA	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)
Arginine degradation HMP	ArcA	Arginine deiminase (EC 3.5.3.6)
Arginine degradation HMP	ArcB	Ornithine carbamoyltransferase (EC 2.1.3.3)
Arginine degradation HMP	ArcC	Carbamate kinase (EC 2.7.2.2)
Arginine degradation HMP	ArcD	Arginine/ornithine antiporter ArcD
Arginine degradation HMP	ArcR	Transcriptional regulator ArcR essential for anaerobic expression of the ADI pathway, Crp/Fnr family
Arginine degradation HMP	AstA	Arginine N-succinyltransferase (EC 2.3.1.109)
Arginine degradation HMP	AstB	Succinylarginine dihydrolase (EC 3.5.3.23)
Arginine degradation HMP	AstC	Succinylornithine transaminase (EC 2.6.1.81)
Arginine degradation HMP	AstD	Succinylglutamic semialdehyde dehydrogenase (EC 1.2.1.71)
Arginine degradation HMP	AstE	Succinylglutamate desuccinylase (EC 3.5.1.96)
Respiration DMSO and TMAO HMP	DmsA	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.5.3)
Respiration DMSO and TMAO HMP	DmsB	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.5.3)
Respiration DMSO and TMAO HMP	DmsC	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.5.3)
Respiration DMSO and TMAO HMP	DmsD	Anaerobic dimethyl sulfoxide reductase chaperone DmsD
Respiration DMSO and TMAO HMP	DmsG	Anaerobic dimethyl sulfoxide reductase associated 4Fe-4S dicluster protein, NapG-like
Respiration DMSO and TMAO HMP	TorA	Trimethylamine-N-oxide reductase (EC 1.6.6.9), TorA
Respiration DMSO and TMAO HMP	TorC	Trimethylamine-N-oxide reductase associated c-type cytochrome, TorC
Respiration DMSO and TMAO HMP	TorD	TorA-specific chaperone protein, TorD
Respiration DMSO and TMAO HMP	TorR	Trimethylamine-N-oxide operon transcriptional regulatory protein TorR
Respiration DMSO and TMAO HMP	TorS	Trimethylamine-N-oxide sensor histidine kinase TorS (EC 2.7.13.3)
Respiration DMSO and TMAO HMP	TorT	Periplasmic protein TorT
Respiration Nitrogen Oxides HMP	NarG	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)
Respiration Nitrogen Oxides HMP	NarH	Respiratory nitrate reductase beta chain (EC 1.7.99.4)
Respiration Nitrogen Oxides HMP	NarJ	Respiratory nitrate reductase delta chain (EC 1.7.99.4)
Respiration Nitrogen Oxides HMP	NarI	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)
Respiration Nitrogen Oxides HMP	NapA	Periplasmic nitrate reductase precursor (EC 1.7.99.4)
Respiration Nitrogen Oxides HMP	NapB	Nitrate reductase cytochrome c550-type subunit
Respiration Nitrogen Oxides HMP	NapC	Cytochrome c-type protein NapC
Respiration Nitrogen Oxides HMP	NapH	Polyferredoxin NapH (periplasmic nitrate reductase)
Respiration Nitrogen Oxides HMP	NapG	Ferredoxin-type protein NapG (periplasmic nitrate reductase)
Respiration Nitrogen Oxides HMP	NapD	Periplasmic nitrate reductase component NapD
Respiration Nitrogen Oxides HMP	NapF	Ferredoxin-type protein NapF (periplasmic nitrate reductase)
Respiration Nitrogen Oxides HMP	NapM	NapM protein
Respiration Nitrogen Oxides HMP	NapE	Periplasmic nitrate reductase component NapE
Respiration Nitrogen Oxides HMP	NasC	Assimilatory nitrate reductase large subunit (EC 1.7.99.4)
Respiration Nitrogen Oxides HMP	aNirl	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)
Respiration Nitrogen Oxides HMP	aNirs	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)
Respiration Nitrogen Oxides HMP	NrfA	Cytochrome c552 precursor (EC 1.7.2.2)
Respiration Nitrogen Oxides HMP	NrfB	Cytochrome c-type protein NrfB precursor
Respiration Nitrogen Oxides HMP	NrfC	NrfC protein
Respiration Nitrogen Oxides HMP	NrfD	NrfD protein
Respiration Nitrogen Oxides HMP	NrfE	Cytochrome c-type heme lyase subunit nrfE, nitrite reductase complex assembly
Respiration Nitrogen Oxides HMP	NrfF	Cytochrome c-type heme lyase subunit nrfF, nitrite reductase complex assembly
Respiration Nitrogen Oxides HMP	NrfG	Cytochrome c-type heme lyase subunit nrfG, nitrite reductase complex assembly
Respiration Nitrogen Oxides HMP	NrfH	Cytochrome c nitrite reductase, small subunit NrfH
Respiration Nitrogen Oxides HMP	NrfI	Cytochrome c-type heme lyase subunit nrfI, nitrite reductase complex assembly
Respiration Nitrogen Oxides HMP	NirK	Copper-containing nitrite reductase (EC 1.7.2.1)
Respiration Nitrogen Oxides HMP	NirS	Cytochrome cd1 nitrite reductase (EC:1.7.2.1)
Respiration Nitrogen Oxides HMP	NirT	Cytochrome c-type protein NirT
Respiration Nitrogen Oxides HMP	NirB	Cytochrome c-552 precursor NirB
Respiration Nitrogen Oxides HMP	NirM	Cytochrome c551 NirM
Respiration Nitrogen Oxides HMP	NirV	Nitrite reductase accessory protein NirV
Respiration Nitrogen Oxides HMP	NirN	Nitrite reductase associated c-type cytochorome NirN
Respiration Nitrogen Oxides HMP	NirY	Nitrite reductase, transmembrane domain
Respiration Nitrogen Oxides HMP	NirC	Cytochrome c55X precursor NirC
Respiration Nitrogen Oxides HMP	NorA	Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent
Respiration Nitrogen Oxides HMP	NorB	Nitric-oxide reductase subunit B (EC 1.7.99.7)
Respiration Nitrogen Oxides HMP	NorC	Nitric-oxide reductase subunit C (EC 1.7.99.7)
Respiration Nitrogen Oxides HMP	NorQ	Nitric oxide reductase activation protein NorQ
Respiration Nitrogen Oxides HMP	NorD	Nitric oxide reductase activation protein NorD
Respiration Nitrogen Oxides HMP	NorE	Nitric oxide reductase activation protein NorE
Respiration Nitrogen Oxides HMP	NorF	Nitric oxide reductase activation protein NorF
Respiration Nitrogen Oxides HMP	NosZ	Nitrous-oxide reductase (EC 1.7.99.6)
Respiration Nitrogen Oxides HMP	NosR	Nitrous oxide reductase maturation protein NosR
Respiration Nitrogen Oxides HMP	NosD	Nitrous oxide reductase maturation protein NosD
Respiration Nitrogen Oxides HMP	NosF	Nitrous oxide reductase maturation protein NosF (ATPase)
Respiration Nitrogen Oxides HMP	NosY	Nitrous oxide reductase maturation transmembrane protein NosY
Respiration Nitrogen Oxides HMP	NosL	Nitrous oxide reductase maturation protein, outer-membrane lipoprotein NosL
Respiration Nitrogen Oxides HMP	NosX	Nitrous oxide reductase, polyferredoxin
Respiration Oxygen HMP	CyfX	Hypothetical protein CyfX, associated with predicted extracellular microaerobic reductase
Respiration Oxygen HMP	CyfB	Predicted extracellular microaerobic reductase, FeS cluster membrane subunit
Respiration Oxygen HMP	CyfA	Predicted extracellular microaerobic reductase, catalytic and thiol-binding subunit
Respiration Oxygen HMP	CydA	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)
Respiration Oxygen HMP	CydB	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)
Respiration Oxygen HMP	CyoD	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)
Respiration Oxygen HMP	CyoA	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)
Respiration Oxygen HMP	CyoB	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)
Respiration Oxygen HMP	CyoC	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)
Respiration Oxygen HMP	QoxD	Cytochrome aa3-600 menaquinol oxidase subunit IV
Respiration Oxygen HMP	QoxA	Cytochrome aa3-600 menaquinol oxidase subunit II
Respiration Oxygen HMP	QoxC	Cytochrome aa3-600 menaquinol oxidase subunit III
Respiration Oxygen HMP	QoxB	Cytochrome aa3-600 menaquinol oxidase subunit I
Respiration Oxygen HMP	CcoN	Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1)
Respiration Oxygen HMP	CcoO	Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1)
Respiration Oxygen HMP	CcoP	Cytochrome c oxidase (cbb3-type) subunit CcoP (EC 1.9.3.1)
Respiration Oxygen HMP	CtaC	Cytochrome c oxidase polypeptide II (EC 1.9.3.1)
Respiration Oxygen HMP	CtaD	Cytochrome c oxidase polypeptide I (EC 1.9.3.1)
Respiration Oxygen HMP	CtaE	Cytochrome c oxidase polypeptide III (EC 1.9.3.1)
Respiration Oxygen HMP	CtaF	Cytochrome c oxidase polypeptide IV (EC 1.9.3.1)
Respiration Oxygen HMP	QcrA	Ubiquinol-cytochrome C reductase, iron-sulfur subunit (EC 1.10.2.2)
Respiration Oxygen HMP	QcrB	Ubiquinol-cytochrome C reductase, cytochrome B subunit (EC 1.10.2.2)
Respiration Oxygen HMP	QcrC	Ubiquinol-cytochrome C reductase, cytochrome C1 subunit (EC 1.10.2.2)
Respiration Oxygen HMP	CoxM	Alternative cytochrome c oxidase polypeptide CoxM (EC 1.9.3.1)
Respiration Oxygen HMP	CoxN	Alternative cytochrome c oxidase polypeptide CoxN (EC 1.9.3.1)
Respiration Oxygen HMP	CoxP	Alternative cytochrome c oxidase polypeptide CoxP (EC 1.9.3.1)
Respiration Oxygen HMP	CoxO	Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)
Respiration Sulfur Oxides HMP	TtrA	Tetrathionate reductase subunit A
Respiration Sulfur Oxides HMP	TtrC	Tetrathionate reductase subunit C
Respiration Sulfur Oxides HMP	TtrB	Tetrathionate reductase subunit B
Respiration Sulfur Oxides HMP	TtrE	Tetrathionate reductase, TorD-like chaperon protein
Respiration Sulfur Oxides HMP	TsrA	Predicted thiosulfate respiratory reductase, cytochrome c-552/4 subunit TsrA
Respiration Sulfur Oxides HMP	TsrB	Predicted thiosulfate respiratory reductase, rhodanese domain protein TsrB
Respiration Sulfur Oxides HMP	TsrC	Predicted thiosulfate respiratory reductase maturation protein TsrC, peptidyl-prolyl cis-trans isomerase
Respiration Sulfur Oxides HMP	TsrD	Predicted thiosulfate respiratory reductase maturation protein TsrD, cytochrome c-type heme lyase
Respiration Sulfur Oxides HMP	TsrE	Predicted thiosulfate respiratory reductase, 4Fe-4S protein TsrE
Respiration Sulfur Oxides HMP	TsrF	Predicted thiosulfate respiratory reductase, integral transmembrane protein TsrF
Respiration Sulfur Oxides HMP	TsrG	Predicted thiosulfate respiratory reductase maturation protein, outer-membrane lipoprotein TsrG
Respiration Sulfur Oxides HMP	TsrH	Predicted thiosulfate respiratory reductase maturation protein TsrH
Respiration Sulfur Oxides HMP	TsrI	Predicted thiosulfate respiratory reductase maturation protein TsrI (ATPase)
Respiration Sulfur Oxides HMP	TsrJ	Predicted thiosulfate respiratory reductase maturation transmembrane protein TsrJ
Respiration Sulfur Oxides HMP	PsrA	Polysulfide reductase PsrA (EC 1.12.98.4), molybdoperterin-binding subunit
Respiration Sulfur Oxides HMP	PsrB	Polysulfide reductase PsrB (EC 1.12.98.4), Fe-S subunit
Respiration Sulfur Oxides HMP	PsrC	Polysulfide reductase PsrC (EC 1.12.98.4), anchor subunit
Respiration Sulfur Oxides HMP	PsrD	Polysulfide reductase PsrD (EC 1.12.98.4), ferredoxin-like protein
Respiration Sulfur Oxides HMP	PsrE	Polysulfide reductase PsrE (EC 1.12.98.4), TorD-like chaperon
Respiration Sulfur Oxides HMP	PhsA	Thiosulfate reductase precursor (EC 1.-.-.-)
Respiration Sulfur Oxides HMP	PhsB	Thiosulfate reductase electron transport protein phsB
Respiration Sulfur Oxides HMP	PhsC	Thiosulfate reductase cytochrome B subunit
Respiration Sulfur Oxides HMP	PhsD	Thiosulfate reductase integral membrane protein
Respiration Sulfur Oxides HMP	DsrA	Dissimilatory sulfite reductase, alpha subunit (EC 1.8.99.3)
Respiration Sulfur Oxides HMP	DsrB	Dissimilatory sulfite reductase, beta subunit (EC 1.8.99.3)
Respiration Sulfur Oxides HMP	DsrC	Dissimilatory sulfite reductase, gamma subunit (EC 1.8.99.3)
Respiration Sulfur Oxides HMP	DsrD	Dissimilatory sulfite reductase clustered protein DsrD
Respiration Sulfur Oxides HMP	AsrA	Anaerobic sulfite reductase subunit A
Respiration Sulfur Oxides HMP	AsrB	Anaerobic sulfite reductase subunit B
Respiration Sulfur Oxides HMP	AsrC	Anaerobic sulfite reductase subunit C (EC 1.8.1.-)
Putrescine utilization HMP	SpeE	Spermidine synthase (EC 2.5.1.16)
Putrescine utilization HMP	SpdH	Spermidine dehydrogenase (EC 1.5.99.6)
Putrescine utilization HMP	Prr	Monoamine/putrescine oxidase (EC 1.4.3.10)
Putrescine utilization HMP	PatA	Putrescine aminotransferase (EC 2.6.1.82)
Putrescine utilization HMP	PatD	4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)
Putrescine utilization HMP	PuuA	Gamma-glutamyl-putrescine synthetase (EC 6.3.1.11)
Putrescine utilization HMP	PuuB	Gamma-glutamyl-putrescine oxidase (EC1.4.3.-)
Putrescine utilization HMP	PuuC	Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)
Putrescine utilization HMP	PuuD	Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94)
GABA (gamma-aminobutyric acid) metabolism HMP	GadC	Glutamate/gamma-aminobutyrate antiporter
GABA (gamma-aminobutyric acid) metabolism HMP	GadC2	Putative novel glutamate/gamma-aminobutyrate antiporter
GABA (gamma-aminobutyric acid) metabolism HMP	PuuP	Putrescine importer PuuP
GABA (gamma-aminobutyric acid) metabolism HMP	GlsA	Glutaminase (EC 3.5.1.2)
GABA (gamma-aminobutyric acid) metabolism HMP	GadB	Glutamate decarboxylase (EC 4.1.1.15)
GABA (gamma-aminobutyric acid) metabolism HMP	Prr	Monoamine/putrescine oxidase (EC 1.4.3.10)
GABA (gamma-aminobutyric acid) metabolism HMP	PatA	Putrescine aminotransferase (EC 2.6.1.82)
GABA (gamma-aminobutyric acid) metabolism HMP	PatD	4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)
GABA (gamma-aminobutyric acid) metabolism HMP	PuuA	Gamma-glutamyl-putrescine synthetase (EC 6.3.1.11)
GABA (gamma-aminobutyric acid) metabolism HMP	PuuB	Gamma-glutamyl-putrescine oxidase (EC1.4.3.-)
GABA (gamma-aminobutyric acid) metabolism HMP	PuuC	Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)
GABA (gamma-aminobutyric acid) metabolism HMP	PuuD	Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94)
GABA (gamma-aminobutyric acid) metabolism HMP	GabT	Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)
GABA (gamma-aminobutyric acid) metabolism HMP	GabD1	Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24)
GABA (gamma-aminobutyric acid) metabolism HMP	GabD2	Succinate-semialdehyde dehydrogenase [NADP+] (EC 1.2.1.79)
Serine degradation HMP	DsdA	D-serine ammonia-lyase (EC 4.3.1.18)
Serine degradation HMP	Sdr	Serine racemase (EC:5.1.1.- )
Serine degradation HMP	SdaAa	L-serine dehydratase, alpha subunit (EC 4.3.1.17)
Serine degradation HMP	SdaAb	L-serine dehydratase, beta subunit (EC 4.3.1.17)
Serine degradation HMP	AgxT1	Serine--glyoxylate aminotransferase (EC 2.6.1.45)
Serine degradation HMP	AgxT2	Serine--pyruvate aminotransferase (EC 2.6.1.51)
Serine degradation HMP	SdaC	Serine transporter SdaC
Serine degradation HMP	SdaP	Putative serine transporter, GntP family
Serine degradation HMP	MerR	Predicted transcriptional regulator of serine utilization, MerR family
Serine degradation HMP	DsdT	D-serine transporter, RarD family
Ethanolamine utilization HMP	EutB	Ethanolamine ammonia-lyase heavy chain (EC 4.3.1.7)
